,temperature 2004-2023
941,1.1102337686822152
2617,1.1193617503973472
2825,1.0425889420721388
5044,1.2171934829958908
14489,1.0427907865406254
15462,1.1210422452699453
16811,0.8098713285475804
19076,1.1718744364181526
22605,1.1217392340475323
29023,1.0728302562026613
29938,1.0699591171649083
31453,1.0759983037158813
32173,1.054797888748203
34602,1.1309358640254543
34606,0.9443656577127751
35478,1.1636466025862084
39326,1.0515928655543374
39437,1.1222161992368687
39761,1.0349242219097026
44858,0.8196383600073154
45393,1.1765300548679252
47409,1.1476595035028976
49255,0.886655114873518
51088,0.9397976808153808
55820,0.8788874914036879
58050,1.1469843064341845
58799,1.1348737529398638
63801,1.0939923760447332
66160,1.084777923352917
69238,1.1314988418983898
72397,1.010364948806862
75178,1.1506489891858045
76115,1.0009000145179494
76250,1.100990881716747
82773,0.9968002280765778
83262,1.0073809064895316
84822,1.0532727685663843
85009,1.0251439559343627
86814,1.1841608357916247
90467,1.0197071272468978
90852,1.0940400383810112
97746,1.1406817267616733
98210,1.0091064892330737
98882,1.0864428350379918
101691,0.9791193719968565
110964,1.1896874853074526
113866,1.1596062295482614
118433,0.9558786500555387
118547,1.1203850555250054
121407,1.129516621072757
125077,1.0621592724671518
125264,1.0908121646543887
125778,0.9769567848474403
126356,0.9713020506296203
126610,1.119181044123062
127091,1.1300185719666298
129487,0.9518246575970981
130281,1.059292385250506
131531,1.1326912397102493
131869,1.0016469106653276
136766,0.9579465132852332
136772,1.0628392585189868
137922,1.1120577073724562
140368,0.888854549835826
143400,1.0209913636235606
145810,1.0812316323769697
146866,1.0968401667693575
147108,1.0107775672845671
148043,0.9285709624404317
148689,1.0729166346432621
150279,0.962574112405343
150878,1.0590688031933027
153517,1.1248369933695428
153625,1.132332286462243
154076,1.1176745483452455
157296,1.1691838675757773
157594,1.1650855634932786
157926,0.9122116365482642
160732,1.0371867906822132
163148,1.1125741142508656
164952,0.9026289186763975
165084,1.2040273808435067
167008,1.1999864061147427
168831,1.1228612515411496
169564,0.9785276031222068
174155,1.0185305862195078
175521,1.1602258163448165
176562,0.9691738430444891
178627,1.1386397385866582
179787,1.054082510833514
181584,0.9650140261761608
182932,1.115339469480746
184841,1.0082541173605788
185421,1.1196599135270406
187220,1.02510066845138
187424,1.010483446409671
187809,0.98550030645974
189257,0.9115608873359614
189309,1.130867873601391
189371,1.0294285176125244
190862,1.1678097285203046
196463,1.0017537264553074
203639,1.1911258122691395
204399,1.1868744901096497
206266,1.0815297404562847
207637,1.049972376559288
208003,1.0192919957739028
210045,0.8724596665089233
210460,1.0723809413315175
212439,0.9038402351266496
213575,1.1711204163962723
214820,1.0613458570417276
215660,0.9270876810347123
215812,1.0559927124376296
217902,1.0838100623946099
218870,1.1173707141716898
219741,1.1159378667316768
224438,1.179905942427323
225479,0.996476660267825
230540,1.066559750823935
232217,1.0395677340788079
233163,1.052031034734731
234865,0.8934437665431503
236321,1.0038615501321893
237785,0.9915779028813926
237957,1.0016764287483269
238531,0.9250539116942139
238672,1.0598572245589795
241911,1.0559815799370633
242260,0.9362232896354625
245113,0.9407776971684547
249475,1.1946887131752302
250718,0.9362635181698997
253450,1.0079105824355232
254606,0.911185416207127
254973,1.09414682090907
256349,1.1095318714789442
263396,0.9197859282883338
264379,1.0390613685332026
266823,0.8342982985029277
269579,1.067023750247997
270579,1.107409810150933
271757,1.0110531150494582
274054,1.0743671099111103
274683,1.0005530965678087
275529,1.119531435851543
276902,1.0396330059410446
279021,0.9494904121823126
279534,1.0304388180104764
279583,1.002460682548103
284720,1.0106786940916563
286172,0.9692771773685749
287994,1.1387466416960301
293148,0.9563679430153496
293392,1.042378196283698
295996,0.9437117467502908
296932,0.9472141805821263
297152,1.115183553095274
297755,1.0182745858432962
299299,1.0405924518216056
301822,1.0912841166247813
302089,1.121559597949849
306096,1.0482471153936166
308943,1.0438163623994055
311408,1.0178173153655452
312144,1.029034506866763
312389,0.9843147979882556
313937,0.9545108916116919
314402,1.0347007258803627
316068,0.8748969295312756
318160,0.8721899734972666
318876,1.1177396971817488
322817,1.162107071968996
324015,0.9925737863100474
326638,1.0689821047491683
326695,0.9760804592465588
327841,0.9950808101099704
328490,1.0981606627939067
329666,0.9979260128191713
331168,1.0625835301701718
332457,1.0578997975416882
334517,0.9262918265864386
334753,1.0169811049160344
335037,1.0047101928552928
337788,0.9640913223665294
339811,1.1096437668856836
340071,1.0520631655899708
344459,0.9579156175489589
346212,1.073561233856455
349686,1.0498893124737303
349879,1.0745455744316086
355182,1.1920986153193325
357603,1.140276756244654
358112,1.1623504734076697
360985,0.9545905927368346
362145,0.8793552901401347
362747,1.1931057467674262
364012,0.9951739307378957
364555,0.9341628310786473
365612,0.9702631428835875
367357,1.0266158199223439
367608,1.190668141433198
370626,1.0769404817475132
370957,1.1803278758344693
373086,1.1367737440644852
375915,1.1322141480015728
376544,0.9764562090888453
378803,1.0288506221369262
378951,1.1156835960256406
380787,1.12741881241703
381168,1.0159978657405264
381555,0.9744611036657986
381814,0.7892899431397971
384050,1.0074249731372822
385347,1.009884830301085
386203,1.105033926760008
386493,0.9684967001132557
386766,1.0572069063927396
