,base,CH4,NOx,VOC,HC,N2O,temp
historical_best,10.00904547989106,0.0002540993134635024,-0.0025309616556264455,0.0016192635337934583,-5.327376407235091e-06,-0.000722664594973025,-0.040799999991830954
